security,forecast_periods,mse,tu,mase,mape,rmse_return,nrmse_return,accuracy,precision,recall,fscore
AAPL,1,4.967217619145849,1.0152396295850226,1.0072994987829007,1.1895509815482317,1.6724721461614758,1.4220780614610968,0.5215311004784688,0.5342763873775843,0.7405731523378583,0.620733249051833
AAPL,5,22.30877288701829,1.0595663131273336,1.0012592834664595,2.8513171639079427,3.733270115071989,1.3095053317314065,0.5688,0.5813552006905481,0.9257731958762888,0.7142099681866384
AAPL,10,47.21328859165261,1.0815627509181298,1.003565647650683,4.198908917446634,5.356787368883477,1.292436937786983,0.5991967871485944,0.5991886409736308,0.9932750504371216,0.7474696356275303
AAPL,30,168.9195404529261,1.037932024625847,0.9885493820574772,7.775849974113949,9.880897363961255,1.268391917861499,0.6378466557911908,0.6378466557911908,1.0,0.7788844621513944
AAPL,60,366.72312713387095,0.9800880785852042,0.942880713225044,11.333296003632453,15.057129005730975,1.2632288176902415,0.7308817384036774,0.7308817384036774,1.0,0.8445195557701594
ABBV,1,2.202685122208648,1.0647327610703217,1.0279853882610104,1.1764984530940492,1.7927382860670775,1.5708684015260386,0.5089887640449439,0.5347003154574133,0.7047817047817048,0.6080717488789237
ABBV,5,11.81079466344309,1.1057181273028729,1.0433574465878666,2.901066520444036,4.136385660728948,1.4865929238548299,0.5241301907968574,0.5375939849624061,0.8863636363636364,0.6692667706708268
ABBV,10,23.127912945181755,1.1065953794085115,1.0274685029872437,4.108182166904709,5.712029150791897,1.4288639481466978,0.5561861520998865,0.5608342989571263,0.9758064516129032,0.7122884473877852
ABBV,30,70.72437825636915,1.2401443624767718,1.1080257946443302,7.73699661044716,10.11491194633951,1.4072742820189774,0.5997624703087886,0.6007194244604317,0.992079207920792,0.7483196415235251
ABBV,60,192.2700818750128,1.7981063329533835,1.3497313601337115,13.888583703351829,17.07877703704054,1.5232961071402995,0.5856777493606138,0.5856777493606138,1.0,0.7387096774193548
ABT,1,0.3583424246568404,0.9905034626428312,1.0056450340857068,0.8748511241770331,1.2204287349436476,1.4097655131255615,0.5169491525423728,0.5402777777777777,0.5925361766945926,0.5652015982564476
ABT,5,1.5705237455994123,0.9946056418421172,1.002144803597084,1.9745213164853144,2.6179427049270223,1.3372091008888671,0.5218612113918973,0.5613405146618791,0.6714387974230493,0.6114732724902215
ABT,10,2.9006418744470297,1.0059694518270124,0.9916679782871672,2.8383786708928724,3.664731333871878,1.284920505592063,0.5643604183427192,0.6026986506746627,0.8072289156626506,0.6901287553648069
ABT,30,7.179729827812245,0.9479007907082676,0.9610313216152996,4.629159583701347,6.0161653819312875,1.2301991835576866,0.6461475743986955,0.6753996447602132,0.9173703256936068,0.7780051150895141
ABT,60,10.911611407598183,0.7998376879808127,0.8680031870817091,6.109022673814709,7.681610301864313,1.0703346532486442,0.7325532804011701,0.7463456577815993,0.9720044792833148,0.8443579766536965
